rank_,d2009_01_31,d2009_02_28,d2009_03_31,d2009_04_30,d2009_05_31,d2009_06_30,d2009_07_31,d2009_08_31,d2009_09_30,d2009_10_31,d2009_11_30,d2009_12_31,d2010_01_31,d2010_02_28,d2010_03_31,d2010_04_30,d2010_05_31,d2010_06_30,d2010_07_31,d2010_08_31,d2010_09_30,d2010_10_31,d2010_11_30,d2010_12_31,d2011_01_31,d2011_02_28,d2011_03_31,d2011_04_30,d2011_05_31,d2011_06_30,d2011_07_31,d2011_08_31,d2011_09_30,d2011_10_31,d2011_11_30,d2011_12_31,d2012_01_31,d2012_02_29,d2012_03_31,d2012_04_30,d2012_05_31,d2012_06_30,d2012_07_31,d2012_08_31,d2012_09_30,d2012_10_31,d2012_11_30,d2012_12_31,d2013_01_31,d2013_02_28,d2013_03_31,d2013_04_30,d2013_05_31,d2013_06_30,d2013_07_31,d2013_08_31,d2013_09_30,d2013_10_31,d2013_11_30,d2013_12_31
86,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,100.0,569.61,852.64,1000.0,2190.0,2500.0,3750.02,4219.5,5000.0,6700.14,6900.0,6900.65,6969.69,6999.0,7500.0,6999.0,7372.0,9444.0,8999.0,8999.59,8215.95177394,7941.06,8111.0,7941.06,7779.96,8376.56394362,9478.77,9260.0,9081.4360236,8706.5,9081.4360236,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.00000001,10000.00020001,10000.00056901
87,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,100.0,550.0,850.0,1000.0,2100.02,2500.0,3700.0,4170.0,5000.0,6679.88,6850.06,6900.0,6910.0,6969.69,7500.0,6926.85,7288.33,9260.0,8000.0,8999.0,8000.0,7900.65,8000.0,7900.65,7659.1,8111.0,9444.0,9210.2807,8999.0,8418.9,8999.0,10000.0,9924.81999112,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.00000001,10000.00020001,10000.00056901
88,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,100.0,550.0,844.95,1000.0,2100.0,2500.0,3555.0,4150.0,5000.0,6625.0,6705.0,6900.0,6900.0,6900.0,7372.0,6925.18,7000.01234567,9210.2807,7941.06,8881.01234567,7941.06,7799.0,8000.0,7799.0,7500.0,8001.0,9392.0,9081.4360236,8949.01,8376.56394362,8872.137451,10000.0,9851.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.00000001,10000.00020001,10000.00056901
89,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,100.0,550.0,801.0,1000.0,2100.0,2500.0,3423.73,4000.0,5000.0,6600.0,6679.88,6850.06,6850.06,6850.41,7000.0,6800.65,7000.0,9081.4360236,7900.65,8669.16,7900.65,7777.77777777,8000.0,7779.96,7495.92220067,8000.0,9300.0,9050.0,8509.88402864,8250.0,8856.0,9924.81999112,9765.8367,9924.81999112,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.00000001,10000.00010001,10000.00056901
90,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,99.99,550.0,800.0,1000.0,2006.15,2450.05,3291.02,4000.0,5000.0,6400.0,6635.37,6705.0,6800.65,6850.06,7000.0,6705.0,6999.0,9000.0,7799.0,8000.0,7799.0,7500.0,7941.06,7500.0,7400.0,8000.0,9260.0,8999.59,8418.9,8000.0,8839.65,9869.54,9753.54,9851.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.00000001,10000.00000002,10000.00056901
91,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,82.51,509.56,800.0,985.0,2000.05,2450.0,3250.0,4000.0,5000.0,6062.74,6625.0,6679.88,6705.0,6800.65,6999.0,6660.0,6954.61,8999.59,7712.12,7941.06,7777.77777777,7495.92220067,7900.65,7495.92220067,7372.0,8000.0,9210.2807,8999.0,8376.56394362,8000.0,8785.748,9851.0,9659.77,9765.8367,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.00000001,10000.00000001,10000.00056901
92,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,61.0,500.02,797.58,950.0,2000.0,2350.0,3233.17,4000.0,4999.0,6050.0,6600.0,6635.37,6635.37,6705.0,6969.69,6592.0,6926.85,8999.0,7500.0,7900.65,7500.0,7400.0,7799.0,7400.0,7000.0,7962.22307692,9168.0067646,8874.0,8000.0,8000.0,8680.0,9659.77,9478.77,9723.304,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,9987.00000001,10000.00000001,10000.00000001,10000.00046901
93,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,52.01,500.0,750.0,946.36,1988.0,2320.41,3200.0,4000.0,4615.0,6000.0,6400.0,6625.0,6400.0,6635.37,6900.0,6550.0,6925.18,8348.0,7495.92220067,7799.0,7495.92220067,7372.0,7779.96,7372.0,6999.0,7941.06,9100.0,8500.0,7941.06,7941.06,8418.9,9500.0,9424.0,9659.77,9924.81999112,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,9952.0,9987.00000002,10000.00000001,10000.00036902
94,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.44,500.0,750.0,905.0,1985.0,2290.0,3100.0,4000.0,4454.74,5900.0,6350.13,6600.0,6325.0,6511.96,6828.15824,6511.96,6898.0,8000.0,7400.0,7712.12,7400.0,7151.47,7777.77777777,7000.0,6925.18,7911.11,9081.4360236,8418.9,7926.17378213,7911.11,8376.56394362,9500.0,9260.0,9478.77,9851.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,9903.33333333,9903.33333333,10000.00000001,10000.00036901
95,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.26,500.0,750.0,900.0,1860.52,2276.7800004,3005.0,4000.0,4337.0,5850.0,6062.74,6400.0,6250.13,6400.0,6801.12,6450.0,6705.0,7941.06,7372.0,7614.01454683,7372.0,7000.0,7527.74,6999.0,6893.0,7900.65,8999.59,8376.56394362,7911.11,7900.65,8000.0,9478.77,9210.2807,9424.0,9785.914,9924.81999112,10000.0,10000.0,10000.0,10000.0,10000.0,9952.0,9851.0,9851.00000001,10000.00000001,10000.00036901
96,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.22,500.0,726.29,895.65,1858.2,2275.0,3000.0,3995.0,4283.2,5678.0,6050.0,6350.13,6152.1,6309.4,6800.65,6400.0,6660.0,7900.65,7345.73,7500.0,7151.47,6999.0,7500.0,6925.18,6705.0,7799.0,8999.0,8000.0,7900.65,7799.0,8000.0,9424.0,9081.4360236,9260.0,9731.7567,9851.0,10000.0,10000.0,10000.0,10000.0,9851.0,9851.0,9645.328808,9645.32880801,10000.00000001,10000.00036901
97,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.14,500.0,700.0,875.0,1855.0,2250.0,3000.0,3750.02,4250.0,5600.81,6000.0,6062.74,6062.74,6226.33,6705.0,6400.0,6592.0,7799.0,7151.47,7495.92220067,7000.0,6926.85,7495.92220067,6705.0,6691.64,7779.96,8418.9,8000.0,7799.0,7779.96,8000.0,9260.0,9000.0,9210.2807,9659.77,9681.8057,10000.0,9940.45997866,10000.0,10000.0,9645.328808,9645.328808,9478.77,9478.77000001,9987.00030002,10000.00036901
98,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.12,500.0,696.22,852.64,1832.0,2245.52,3000.0,3555.0,4250.0,5200.0,5900.0,6000.0,6000.0,6155.65,6511.96,6355.1,6550.0,7712.12,7000.0,7400.0,7000.0,6925.18,7400.0,6691.64,6660.0,7659.1,8376.56394362,8000.0,7779.96,7660.93946001,8000.0,9210.2807,9000.0,9081.4360236,9478.77,9478.77,9924.81999112,9851.0,9851.0,10000.0,9478.77,9478.77,9473.2363144,9424.78107851,9967.05428963,10000.00036901
99,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.12,500.0,652.57,800.0,1800.0,2200.0,3000.0,3400.0,4219.5,5000.0,5692.14,5900.0,5900.0,6111.1,6400.0,6309.4,6511.96,7500.0,6999.0,7372.0,6999.0,6723.79,7372.0,6660.0,6592.0,7500.0,8000.0,8000.0,7756.61838754,7659.1,8000.0,9081.4360236,8999.0,8999.0,9424.0,9424.0,9851.0,9478.77,9478.77,9851.0,9424.7810785,9424.7810785,9424.7810785,9381.00000001,9888.92520721,10000.00036901
100,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.1,500.0,630.0,750.0,1757.14,2100.02,3000.0,3333.33,4150.0,5000.0,5350.0,5650.51,5613.86,6002.8153327,6309.4,6308.2495,6450.0,7495.92220067,6926.85,7345.73,6926.85,6705.0,7000.0,6592.0,6550.0,7495.92220067,8000.0,7941.06,7660.93946001,7501.0,7941.06,9000.0,8893.1731352,8788.01578554,9340.17139894,9343.57362927,9478.77,9424.7810785,9424.7810785,9669.18075295,9361.1962986,9260.0,9260.0,9260.0,9851.00020001,10000.0
