rank_,d2015_06_30,d2015_07_31,d2015_08_31,d2015_09_30,d2015_10_31,d2015_11_30,d2015_12_31,d2016_01_31,d2016_02_29,d2016_03_31,d2016_04_30,d2016_05_31,d2016_06_30,d2016_07_31,d2016_08_31,d2016_09_30,d2016_10_31,d2016_11_30,d2016_12_31,d2017_01_31,d2017_02_28,d2017_03_31,d2017_04_30,d2017_05_31,d2017_06_30,d2017_07_31,d2017_08_31,d2017_09_30,d2017_10_31,d2017_11_30,d2017_12_31,d2018_01_31,d2018_02_28,d2018_03_31,d2018_04_30,d2018_05_31,d2018_06_30,d2018_07_31,d2018_08_31,d2018_09_30,d2018_10_31,d2018_11_30,d2018_12_31,d2019_01_31,d2019_02_28,d2019_03_31,d2019_04_30,d2019_05_31,d2019_06_30,d2019_07_31,d2019_08_31,d2019_09_30,d2019_10_31,d2019_11_30,d2019_12_31,d2020_01_31,d2020_02_29,d2020_03_31,d2020_04_30,d2020_05_31,d2020_06_30,d2020_07_31,d2020_08_31,d2020_09_30,d2020_10_31,d2020_11_30,d2020_12_31,d2021_01_31,d2021_02_28,d2021_03_31,d2021_04_30,d2021_05_31,d2021_06_30,d2021_07_31,d2021_08_31,d2021_09_30,d2021_10_31
66,172326.13602699808,172326.13602699808,167449.999337219,167449.999337219,169999.99640899998,179999.99895,193999.799878038,172986.85023,154178.316559,149999.999559,149670.09957864,146904.64465782049,153246.07389805664,149999.999559,168855.65761165161,193218.57140751628,202400.25576464407,200998.71270367148,199999.998922144,199999.998922144,200998.71270367148,199989.98027879954,200000.99085847251,230283.706766,200999.638274534,189676.43817677372,187068.19558,176000.9508513826,187068.19558,182321.20485427245,164997.84001751,169031.99350958393,164997.84001751,171082.94746987548,187068.19559000002,180000.87313798137,180000.87313798137,190176.48753781035,186964.32914559674,190167.30591,195524.26441062713,169031.99351958392,158420.49813637623,150000.49813637626,160476.16537789151,157335.86049392371,164997.84002750998,177932.29121250001,181855.65178965969,190119.05010847989,185589.64311804148,185589.64311804148,193912.32061755206,185997.38276793659,187252.59371197742,190099.62223052402,196021.97099305125,193912.32061755206,188297.68427569763,187068.19559000002,180099.985258,155552.5649119,164150.65144823689,165270.37108415423,150001.0,157738.10587866107,169031.99351958392,169031.99351958392,172290.56008042983,162097.42554346964,157738.10587866107,150000.00100000002,150000.00100000002,150000.00100000002,150000.00100000002,150000.00100000002,150000.0
67,169999.99640899998,169999.99640899998,165957.91841958303,164997.84001751,168827.92481149363,169999.99640899998,192379.84260983998,170277.50782479523,153246.07389805664,149670.09957864,147505.24886457043,137880.67858,152149.99706,143538.13675699724,167871.091398156,177605.28845604116,200998.71270367148,200000.99085847251,199976.06175163452,199989.98027879954,200000.99085847251,199976.06175163452,199999.99958,230000.48796962266,200998.71270367148,187068.19558,182321.20485427245,174453.593789704,182321.20485427245,169031.99350958393,161744.31976687547,164997.84001751,152112.17474356733,169031.99350958393,180000.87313798137,179874.18946042928,178739.71464558595,187068.19559000002,183371.20251823019,187068.19559000002,193737.43748095253,164997.84002750998,152122.18261115011,150000.10838274,159000.004,156929.6242345566,164467.21095488479,170009.80000000002,179304.28774716542,187252.59371197742,180296.8451146241,183599.20674780651,192977.65033083627,185589.64311804148,187068.19559000002,187252.59371197742,193912.32061755206,192954.7190110776,187252.59372197741,185589.64311804148,175997.38276793659,155346.10803565002,161767.81399999998,157738.10587866107,150000.997039,151525.62621139493,165658.92639554839,167801.04816640908,172038.06719675389,160000.92294776338,154700.0,150000.00100000002,150000.00100000002,150000.00100000002,150000.00100000002,150000.0,150000.0
68,167449.999337219,167449.999337219,164997.84001751,162321.13602699811,167449.999337219,167449.999337219,179999.99895,169999.99640899998,152149.99706,147505.24886457043,146904.64465782049,137199.998812219,151028.64189459608,137199.998812219,164997.84001751,176733.2164922735,200000.99085847251,200000.04929018361,199212.78196491976,199976.06175163452,199999.99958,193999.799878038,199999.998922144,214228.28557297861,200000.05452650614,179224.52887293,180340.75035254416,169031.99350958393,169031.99350958393,164997.84001751,155695.30814356732,164629.57217695404,150350.66468050145,166094.13922595407,179874.18946042928,175926.65266413544,175926.65266413544,186964.32914559674,180000.87313798137,186964.32914559674,190121.42679,156134.573829442,151132.3316715844,150000.0,158754.57446247162,151132.3316715844,162798.34797095298,169282.19517837671,179166.90204138606,187218.06285575998,179166.90204138606,183277.64386085479,187252.59371197742,185547.26669321608,185997.38276793659,187068.19559000002,192977.65033083627,188297.68427569763,187068.19559000002,180099.985258,175939.59740645788,155286.53699375386,157738.10587866107,153499.60159623096,150000.854725045,150000.1,162106.45174434822,166104.16336280422,169031.99351958392,157738.10587866107,150848.69005912627,150000.00100000002,150000.0,150000.0,150000.00100000002,150000.0,150000.0
69,165170.57425932048,165170.57425932048,162321.13602699811,159999.997354,164997.84001751,165511.90877268312,170277.50782479523,169032.99350958393,150129.43808,146904.64465782049,137880.67858,136306.61745327778,149999.999559,136304.09470969439,159648.0391699,176444.50099853764,199999.99584146,199999.998922144,193999.799878038,199212.78196491976,199999.998922144,188332.391496156,199989.98027879954,204997.88337998002,199997.00779499998,174453.593789704,174453.593789704,164997.84001751,164997.84001751,156974.76304787546,153245.97379805666,161744.31976687547,150000.10837274,164997.84001751,173247.88929487547,169031.99351958392,174874.18946042928,183371.20251823019,179095.27609275962,185589.64311804148,187068.19559000002,150000.10838274,150000.10838274,150000.0,151132.3316715844,151028.166635295,161325.30774548388,169031.99351958392,178850.46710224519,187068.19559000002,178850.46710224519,179166.90204138606,187218.06285575998,183277.64386085479,185589.64311804148,185997.38276793659,188297.68427569763,187252.59372197741,185589.64311804148,175997.38276793659,171782.94534530226,150000.1,156499.60159623096,153311.0587373178,150000.1,150000.00100000002,157738.10587866107,163586.88210167998,168934.65870270191,155227.40647337626,150001.120378,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0
70,159999.997354,159999.997354,159999.997354,154178.316559,162321.13602699811,164997.84001751,169999.99640899998,167449.999337219,149999.999559,137880.67858,137199.998812219,136304.09470969439,148923.05758,136295.55545327778,157900.16916,175526.36115001567,199976.06175163452,199976.06175163452,192716.391496156,193999.799878038,199989.98027879954,187861.78196491976,199976.463030737,203502.71949029493,189868.61736627904,173871.84485427247,169031.99350958393,161879.799878038,163498.593789704,156195.30814356735,151329.58717695405,152112.17474356733,136801.27608275187,158772.038341,169031.99351958392,167534.42081600463,169031.99351958392,180000.87313798137,175926.65266413544,183371.20251823019,185589.64311804148,150000.0,150000.0,150000.0,151028.166635295,150000.10838274,159175.54045763533,164997.84002750998,173932.29605030245,185589.64311804148,172471.43111924321,178850.46710224519,187068.19559000002,174563.72668611747,173718.07951963748,185589.64311804148,187252.59372197741,187068.19559000002,180099.985258,173912.32061755203,170004.4799192627,150000.00100000002,155552.5649119,152880.22793804135,150000.00100000002,150000.00100000002,150601.60844054967,157738.10587866107,163941.2056616871,150000.1,150000.1,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0
71,152149.99706,152149.99706,154178.316559,152149.99706,159999.997354,164378.56525222526,169032.99350958393,164997.84001751,149670.09957864,137199.998812219,135349.976372584,136094.8348991689,146904.64465782049,135348.976372584,153246.07379805666,174966.51111275412,199207.32571519268,199212.78196491976,190049.44605278684,192716.391496156,199976.06175163452,187068.19558,193999.799878038,203375.6185429873,187068.19558,171899.799878038,167466.55430246564,157361.88196491974,156195.30814356735,153245.97379805666,150000.10837274,150000.10837274,135283.676766,152641.39346446705,164997.84002750998,164997.84002750998,168469.26897378141,175926.65266413544,174862.18946042928,180000.87313798137,183371.20251823019,150000.0,150000.0,150000.0,150000.10838274,150000.0,157335.86049392371,164905.31761099998,170009.80000000002,182838.80837943582,171225.52170978449,178328.54912573865,185997.38276793659,172722.64912573865,173466.9769304131,184855.84346967211,187121.71818564783,185589.64311804148,175997.38276793659,169031.99351958392,169031.99351958392,150000.00100000002,150000.1,150000.1,150000.00100000002,150000.0,150000.1,152760.2899271982,162083.4633867396,150000.00100000002,150000.00100000002,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0
72,149999.999559,149999.999559,152149.99706,149999.999559,159195.38594074527,162801.94021384482,167449.999337219,162321.13602699811,146904.07039850001,133924.975372584,127091.12102699809,135349.976372584,142969.25811948368,133769.45721135254,152896.6511512381,172699.95758279,193999.799878038,193999.799878038,179941.06015512769,190555.68905492994,193999.799878038,173647.33358685253,188332.391496156,200998.71270367148,184453.59378970397,169031.99350958393,164999.997859408,156195.30814356735,154936.46102487546,150000.10837274,147549.45071281333,135283.676766,132288.02866199365,152112.17474356733,158772.018341,164853.27609275962,166753.27609275962,174874.18946042928,169031.99351958392,176454.27609275962,180000.87313798137,150000.0,150000.0,150000.0,150000.0,150000.0,151221.761231035,162798.39658879745,169282.19517837671,180637.50077160919,170009.80000000002,177030.52047441629,185589.64311804148,172218.06285576,172722.64912573865,179973.70866835787,187068.19559000002,170619.75824692342,170773.7086684579,166097.66170647094,161731.57280232318,150000.0,150000.00100000002,150000.00100000002,150000.0,150000.0,150000.00100000002,151170.18819462546,157738.10587866107,150000.00100000002,150000.00100000002,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0
73,149999.94200264098,149999.94200264098,149999.999559,149999.94830864097,157000.99350958393,162321.13602699811,164997.84001751,159999.997354,141721.99402830182,130498.866780354,125445.76106961956,130140.74106961957,140000.28850281597,130379.87206364109,149999.999559,169031.99350958393,185787.75015512769,175999.99584145998,174966.51111275412,190108.83808375866,192716.391496156,170966.76111275415,187861.78196491976,199999.99999999997,171899.799878038,165361.88196491977,164997.84001751,153245.97379805666,153245.97379805666,144947.59762637774,143528.29348275185,133262.28148275186,129999.99244670599,150000.10837274,152112.17475356735,150000.10838274,165592.99252154448,170903.27609275962,164997.84002750998,175926.65266413544,176654.87294373903,150000.0,150000.0,150000.0,150000.0,150000.0,151132.3316715844,162512.62481113017,169031.99351958392,179166.90204138606,169282.19517837671,171225.52170978449,185103.8376163315,171225.52170978449,172218.06285576,173753.94894611675,185997.38276793659,170316.89257623203,169250.90453462591,164472.29866498,157738.10587866107,150000.0,150000.00100000002,150000.00100000002,150000.0,150000.0,150000.00100000002,150000.1,156300.0,150000.0,150000.00100000002,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0
74,143731.48723443542,143731.48723443542,149999.94830864097,149670.1622,154178.316559,159999.997354,162801.94021384482,154178.316559,137199.998812219,125445.76106961956,123299.999179414,123299.999179414,137880.67858,123299.999179414,149999.996069458,167871.091398156,180183.66672192077,174966.51111275412,172699.95758279,176334.44605278687,187861.78196491976,169031.99350958393,187068.19558,189479.42562277053,169031.99350958393,164999.997859408,161899.799878038,150000.10837274,150000.10837274,141168.89107952858,142409.69946183686,132288.02866199365,127265.962321164,145319.01391034981,150000.10838274,141088.63682979779,164997.84002750998,169031.99351958392,150000.10838274,169031.99351958392,169031.99351958392,150000.0,150000.0,150000.0,150000.0,150000.0,150000.10838274,157335.86049392371,168373.78016933176,178850.46710224519,169031.99351958392,170009.80000000002,183277.64386085479,169282.19517837671,171225.52170978449,171225.52170978449,185589.64311804148,169031.99351958392,169031.99351958392,157738.10587866107,155552.5649119,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.00100000002,155227.40647337626,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0
75,141721.99402830182,141721.99402830182,149670.1622,141721.99402830182,152149.99706,157000.99350958393,162321.13602699811,153246.07389805664,130498.866780354,123689.44072481748,120619.51962656039,122145.0730269981,137199.998812219,122691.279858549,149028.46443588269,164999.997859408,175526.36115001567,173677.75015512769,172137.72019203665,172699.95758279,187849.60320559866,164999.997859408,173886.24171352567,187068.19558,168464.76111275412,164997.84001751,159361.88196491977,145105.62764253333,141835.47312569394,136367.0784642917,135283.676766,129999.99244670599,126849.976372584,143951.27608275184,146094.02923595405,136812.17475356732,157436.884,164997.84002750998,140254.07839774017,164997.84002750998,166601.27609275962,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,157170.64175763528,166676.43745335637,173932.29605030245,164997.84002750998,169282.19517837671,178068.44912573861,169031.99351958392,169282.19517837671,169282.19517837671,179973.70866835787,164997.84002750998,157738.10587866107,155552.5649119,155336.10803565002,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.00100000002,150000.1,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0
76,139999.92241319714,139999.92241319714,141721.99402830182,137199.998812219,150010.00324705121,154178.316559,159999.997354,152149.99706,127803.1260269981,123299.999179414,120498.866780354,120619.51962656039,136306.61745327778,120618.9196265604,146880.10557746614,164997.84001751,174966.51111275412,172699.95758279,169031.99350958393,170966.76111275415,172699.95758279,164997.84001751,170966.76111275415,184761.0,165361.78196491976,156195.30814356735,156195.30814356735,143429.75655087546,141747.34020870295,135348.976372584,132288.02866199365,129285.962321164,120762.2479305257,139053.74773867772,135283.67678600777,135283.67678600777,150000.10838274,161339.41937311634,135283.67678600777,159000.004,164997.84002750998,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,156878.63863897295,165636.20231079229,170009.80000000002,164905.31761099998,169031.99351958392,175809.79665544961,164997.84002750998,169031.99351958392,169031.99351958392,172788.461132183,160205.77060241051,155552.5649119,152336.08803565,154499.62159623095,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.00100000002,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0
77,139999.84807592293,139999.84807592293,137199.998812219,135738.71752403933,149999.999559,152149.99706,155005.17968870551,149999.999559,124030.972378624,120619.51962656039,119999.995729524,119999.995729524,136304.09470969439,119999.995729524,137264.71487222807,157900.16916,172862.09139815596,169031.99350958393,166807.24921341197,169031.99350958393,170966.76111275415,162000.09606945803,169031.99350958393,183652.391496156,164999.997859408,153245.97379805666,153245.97379805666,140852.34171463797,135348.976372584,135283.676766,129999.99244670599,126849.976372584,119480.06962364509,138685.78088509903,135161.27609275962,134590.74459857,136812.17475356732,150000.10838274,133475.8306581472,150000.10838274,163273.239942001,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,152608.33341198071,164997.84002750998,169282.19517837671,159336.303758172,164997.84002750998,171225.52170978449,164905.31761099998,165258.72360332124,165258.72360332124,171225.52170978449,157738.10587866107,152336.08803565,150000.1,150643.608951723,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.00100000002,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0
78,137199.998812219,137199.998812219,135989.96752403933,135244.1428,145566.881262584,149999.999559,154178.316559,149670.09957864,123299.999179414,119999.995729524,118461.94103485669,119419.48161843799,135349.976372584,119856.77724379912,136348.996787,153246.07379805666,172699.95758279,166994.93371607226,164999.997859408,164999.997859408,169031.99350958393,157900.16916,164999.997859408,181899.799878038,164997.84001751,150001.88779500002,150000.10837274,135348.976372584,135283.676766,132288.02866199365,129285.962321164,120762.2479305257,114979.2568795374,135623.64209901355,132288.02866199365,132288.02866199365,135283.67678600777,136812.17475356732,133044.040568791,147443.65969057565,150000.10838274,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,151132.3316715844,164905.31761099998,169031.99351958392,158698.39658879742,164905.31761099998,169282.19517837671,163705.30955232069,164997.84002750998,164997.84002750998,169282.19517837671,155997.38276793659,151841.84390193,150000.0,150000.1,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0
79,133698.866780354,133698.866780354,135244.1428,133698.866780354,141721.99402830182,148241.9524592,152149.99706,145566.881262584,120619.51962656039,116668.24340059799,116668.24340059799,114979.2568795374,129674.8720636411,115143.9255152846,135348.976372584,149999.999559,169031.99350958393,164999.997859408,164997.84001751,164997.84001751,164999.997859408,153662.09139815596,164997.84001751,172861.78196491976,162000.09606945803,150000.903236,147452.46587608848,135283.676766,133892.21171463796,131033.70000000001,126849.976372584,119480.06962364509,114939.0,135283.676766,129999.99244670599,129999.99244670599,132288.02866199365,135283.67678600777,132288.02866199365,136563.573829442,143912.32061755203,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.10838274,161398.6149566501,166676.43745335637,158328.54912573865,160274.73437407511,169031.99351958392,163226.495586394,161182.74654967489,160431.491273673,169031.99351958392,155552.5649119,151676.43745335637,150000.0,150000.00100000002,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0
80,129314.6376793205,129314.6376793205,133698.866780354,130957.91841958303,140251.9493687182,145566.881262584,149999.999559,141721.99402830182,119999.99587075741,114979.2568795374,114979.2568795374,112639.998812219,123299.999179414,114979.2568795374,134635.99784152547,148820.31037491217,164999.997859408,164997.84001751,162000.09606945803,162000.09606945803,164997.84001751,153246.07379805666,162000.09606945803,170966.76111275415,155555.0,150000.693236,146964.94677345213,132288.02866199365,132288.02866199365,130935.59878970399,120797.5736192,117081.70983752306,109859.04914659566,132288.02866199365,126849.976382584,127436.88399999999,129999.99244670599,132288.02866199365,129999.99244670599,135283.67678600777,143609.79680048098,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,160198.39658879742,164997.84002750998,156676.43745335634,158698.39658879742,164997.84002750998,160431.491273673,160431.491273673,159994.82196069334,165258.7302033212,152336.08565965,150000.1,150000.0,150000.00100000002,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0
81,123299.999179414,123299.999179414,129314.6376793205,129314.6376793205,137915.63119993,141721.99402830182,145566.881262584,140251.9493687182,119999.995729524,113969.9410348567,113569.82849101249,109859.04914659566,120619.51962656039,112639.998812219,132012.01813953998,148498.18869769367,164997.84001751,162000.09606945803,157900.16916,157900.16916,162000.09606945803,150000.10837274,157900.16916,169031.99350958393,153246.07379805666,150000.230238019,145087.47253473703,131034.0,131034.0,129999.99244670599,120762.2479305257,114979.2568795374,109456.54046091014,129999.99244670599,125265.962321164,126849.976382584,126849.976382584,130264.86816146979,127599.953,133295.24942957581,141353.573829442,149999.999916,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,157335.86049392371,164905.31761099998,152336.08565965,152336.08565965,164905.31761099998,152336.08565965,155552.5649119,157722.64912573862,164997.84002750998,151676.43745335637,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0
82,121929.91773796147,121929.91773796147,124424.58734175001,124425.57389805665,137199.998812219,140251.9493687182,141721.99402830182,139628.59108,119275.4907248175,112639.998812219,112639.998812219,107865.9997003,119999.995729524,109859.04914659566,130379.87206364109,138987.24921341197,162000.09606945803,157900.16916,153662.09139815596,153662.09139815596,157900.16916,138131.70547522072,153246.07379805666,164999.997859408,150001.88779500002,150000.10837274,135348.976372584,129285.962321164,129999.99244670599,129285.962321164,119480.06962364509,114939.0,107865.9997003,127265.962321164,120762.24794052569,125265.962321164,125265.962321164,129999.99244670599,126849.976382584,133118.16478115102,137476.03372871375,149999.99981100002,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,152812.96810397378,158698.39658879742,151595.75987816512,150801.29551607763,163850.46710224519,151986.7251834129,154905.31790434,155552.5649119,160431.491273673,150000.1,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0
83,121499.97467932048,121499.97467932048,123299.999179414,124424.58734175001,135573.30975306968,137199.998812219,140251.9493687182,137199.998812219,116668.24340059799,109859.04914659566,109859.04914659566,105280.1334569184,119419.48161843799,107865.9997003,129006.26985854899,136348.996787,157900.16916,157447.35325486492,153246.07379805666,153246.07379805666,153662.09139815596,136348.996787,150000.10837274,164997.84001751,150000.903236,150000.108236,135283.676766,128236.98567488354,129285.962321164,120762.2479305257,116617.70734801856,109859.04914659566,107783.23465356995,126849.976372584,119480.06963365286,122751.64193365286,122751.64193365286,126849.976382584,125601.04074631851,132288.02866199365,135283.67678600777,149999.99981100002,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,151132.3316715844,157899.994704175,150000.0,150000.0,152336.08565965,151676.43745335637,152336.08565965,154905.31790434,157738.10587866107,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0
84,119999.99587075741,119999.99587075741,121929.91773796147,123299.999179414,133698.866780354,136000.72556769851,137199.998812219,136321.84508503714,114979.2568795374,109797.12602699811,109400.8082,104409.99874000001,114979.2568795374,105280.1334569184,125148.75296499998,135348.976372584,153246.07379805666,153662.09139815596,150000.10837274,150000.10837274,153246.07379805666,135348.976372584,135348.976372584,162000.09606945803,150000.693236,150000.108236,134758.22589221547,120883.2518135257,120762.2479305257,119480.06962364509,115795.05636473074,109456.54046091014,106711.69359026552,120762.2479305257,118346.74459857,114979.2568795374,117378.15789707049,125265.962321164,125265.962321164,131340.14497475597,132930.19156276062,149999.99981100002,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.10838274,157335.86049392371,150000.0,150000.0,151676.43745335637,150000.0,151676.43745335637,152336.08565965,155552.5649119,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0
85,119999.995729524,119999.995729524,121499.97467932048,121929.91773796147,129314.6376793205,133698.866780354,133698.866780354,132099.44021384479,112639.998812219,107865.9997003,107865.9997003,100069.40572085,112639.998812219,105130.85138270866,120618.9196265604,130379.87206364109,150000.10837274,153246.07379805666,137834.065476528,147008.63242676004,150000.10837274,132087.27536199367,134350.64663021947,156076.00783339614,150000.230238019,150000.103236,132288.02866199365,119480.06962364509,119900.23390165379,118273.41042719716,114979.2568795374,107865.9997003,105469.48980079063,119480.06962364509,117816.52030585596,114939.00001000777,114979.2568795374,124005.34227682101,124171.30122766775,129999.99244670599,132288.02866199365,149999.999244,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150644.0478757321,150000.0,150000.1,151676.43745335637,152336.08565965,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0
86,118199.98867507145,118199.98867507145,119999.99587075741,121499.97467932048,124425.57389805665,132371.75,132371.75,130498.866780354,112554.571740028,107199.99363870984,107199.99363870984,100045.71002741001,112499.9893766649,104763.78671723811,119999.995729524,129006.26985854899,145038.7673296858,150000.10837274,136348.996787,142214.97278513771,148883.64225670474,131690.95758279,132288.02866199365,155231.9040501,150000.10837274,149998.703236,131034.0,114979.2568795374,119480.06962364509,114979.2568795374,114939.0,105280.1334569184,105280.1334569184,116493.04673203531,114979.2568795374,113772.61672107765,114939.00001000777,122751.64193365286,122861.63693365286,128529.35299999999,131340.14497475597,149999.999244,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.1,151676.43745335637,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0
87,114979.2568795374,114979.2568795374,119999.995729524,120619.51962656039,124424.58734175001,130010.00324705121,130010.00324705121,124675.68806975048,109859.04914659566,105280.1334569184,105280.1334569184,100000.49957999999,111730.36232976918,102785.51455899999,114979.2568795374,125148.75296499998,142500.09249113864,136348.996787,135348.976372584,137834.065476528,140334.44605278684,131034.0,131034.0,153246.07379805666,150000.108236,148725.35900566986,123991.6639457804,114430.6639457804,114979.2568795374,114939.0,113622.59878970399,104932.86380656088,104054.3004502526,115016.89334562885,114939.00001000777,110194.64716912,110194.64716912,114979.2568795374,115000.004,126849.976382584,129999.99244670599,149999.99913457039,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.1,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0
88,113999.79081292401,113999.79081292401,114979.2568795374,119999.99587075741,123299.999179414,129314.6376793205,124788.86165763928,124480.93080886829,107865.9997003,104999.97049957418,104998.97049957419,99999.99916,110300.96970455434,101999.99495072,114957.90236673,120618.9196265604,136348.996787,135987.24921341197,132087.27536199367,136348.996787,137304.13558878811,126806.26985854897,126434.44605278685,150884.2417135257,150000.108236,142064.57226579546,120883.2518135257,112398.76549083344,114939.0,110000.004,111456.54046091014,104714.858689704,104000.00337998,114979.2568795374,113639.9361579135,109859.04914659566,109859.04914659566,114939.00001000777,114979.2568795374,125265.962321164,129166.90204138607,149999.998887,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0
89,112639.998812219,112639.998812219,112639.998812219,119999.995729524,121929.91773796147,124426.07389805665,124426.07389805665,123299.999179414,107199.99363870984,104409.99874000001,104711.14360949374,99999.997899999988,110144.0730269981,100076.50053912,114843.9255152846,119999.995729524,135987.24921341197,135348.976372584,131035.00000000001,135348.976372584,136348.996787,126434.44605278685,123991.6639457804,150000.99085847253,150000.103236,135348.976372584,119480.06962364509,110371.03180200885,110000.004,109859.04914659566,111028.70018098688,104054.3004502526,103671.33606044794,114939.0,110194.64716912,109487.85004720649,109487.85004720649,110194.64716912,114939.00001000777,123450.004,128529.543,149999.99706211087,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0
90,109859.04914659566,109859.04914659566,110607.99012735351,114979.2568795374,120619.51962656039,123299.999179414,123299.999179414,120619.51962656039,106896.8822638448,102785.53419364801,104409.99874000001,99999.997899999988,109859.04914659566,100001.07829137411,112285.99575957417,119971.67908387972,135348.976372584,133983.11256060936,130379.87206364109,132087.27536199367,135348.976372584,125148.75296499998,121680.95758279,150000.10837274,149998.703236,135283.676766,115000.004,110000.004,109859.04914659566,109521.60999266485,110786.97540605059,104000.00337998,102002.994661997,111831.88989223765,109859.04914659566,109456.54047091013,109456.54047091013,109859.04914659566,110391.81474696175,122861.63693365286,126849.976382584,149999.99706211087,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0
